sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,MODIS_NPP,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,sequencing_platform454Roche,sequencing_platformIllumina,sample_typerhizosphere_soil,sample_typesoil,sample_typetopsoil,primersAML1_AML2_then_AMV4_5NF_AMDGR,primersAML1_AML2_then_NS31_AM1,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,primersAMV4_5F_AMDGR,primersAMV4_5NF_AMDGR,primersGeoA2_AML2_then_NS31_AMDGR,primersGeoA2_NS4_then_NS31_AML2,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,primersNS1_NS4_then_AML1_AML2,primersNS1_NS4_then_AMV4_5NF_AMDGR,primersNS1_NS4_then_NS31_AM1,primersNS1_NS41_then_AML1_AML2,primersNS31_AM1,primersNS31_AML2,primersWANDA_AML2,Resolve_Biome,arbuscular_mycorrhizal_richness,Pixel_Lat,Pixel_Long,CV_Fold_Random,CV_Fold_Spatial,MEM1,MEM4,MEM6,MEM7,MEM8,MEM9,MEM10,MEM11,MEM13,MEM18,MEM19,MEM20,MEM30,MEM35,MEM37,MEM45,MEM51,MEM52,MEM58,MEM81
S5398,1266,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266,3682,5493,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0,0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15.6660003662109,19.8291664123535,-155.304168701172,1,4,-0.464759270790067,0.0499639131998306,-0.111268950157612,0.532235398327624,-0.0939012739050077,-0.692351773033838,0.22045038782162,-0.673837355988823,2.78648595863615,-5.68351781379894,2.00006299229526,-1.96369480623108,-0.101516743578406,0.301928423869486,-0.1204272304819,0.0489260856321779,-0.0503626727079948,-0.549156095809476,0.298751056239696,0.00263887495199015
S5654,1331,148.632821869115,6553.5,210.632821869115,102.900001525879,38,416,1196,3310,0.839586615562439,0.543223857879639,1628.5,5.81853008270264,-0.5,0,0,63.1649780273438,6295.44677734375,184.382537841797,44.4972076416016,73.3554458618164,53.8190765380859,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31.4330005645752,25.3541660308838,91.6041641235352,2,1,1.16156361248956,0.505174656238996,-1.71256746975846,-0.858113118900935,-1.38354602444609,0.526032923058572,0.782964943992306,0.920889300655808,-0.926596801183958,1.70279940569029,1.8708759044103,0.413390374617985,-0.236875297696583,-0.123980535997842,-1.58302894832442,-0.86210630682251,0.241072028910696,-0.648955712224008,-0.169943817718655,-0.00962241970462028
S1839,1830,232.716513681658,1483.42016601563,257.700075623773,39.1933097839356,3,541,3998,2907,0.497960865497589,0.824984192848206,539,13.5916767120361,0.25,0,0,196.495651245117,15224.306640625,177.867218017578,28.0839710235596,78.8605804443359,54.5346527099609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38.2459983825684,16.1875,-61.7458343505859,3,9,-0.663087016113271,-0.402107702494429,0.709040453814507,-1.18029169831803,0.211563816505084,0.24868687393869,-0.147966900805428,0.276089988676911,0.560786534082969,0.152582896732467,0.0651561175353083,-0.288691797702718,-0.780973255686294,1.55406545968263,-0.592520871904689,0.454653728516683,-0.34075086496535,-1.23776465414903,1.67258238873249,-1.55463911176768
S1044,1425,177.417221456095,780.139770507813,286.416941170064,48.4016761779785,58,783,278,2545,-0.77606737613678,0.629820227622986,76,2.88199639320374,-4.5,0,1.02900266647339,19.161600112915,8459.4501953125,200,36.7443885803223,24.3361511230469,72.1381683349609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,107.499000549316,39.8375015258789,3.02083325386047,8,4,-1.21389944449497,-1.93345312037935,-0.206520299933468,-0.515197818244505,-0.253016082508626,0.247293278820239,0.584444620431408,-0.15054304628571,0.201310286000851,0.763180927614552,-0.194435165919659,-1.00404942618245,-1.14122328976525,-0.966775547668949,-0.662236973378917,-0.0497095567784738,0.0842211881897855,-0.192844121494977,-2.19254342310166,-2.17854331058242
S4355,1254,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751,4018,3778,0.421516209840775,0.906760811805725,1941,5.40979671478272,2,0,0,8.91964435577393,10080.4013671875,200,42.0232200622559,156.051681518555,55.8342094421387,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22.4950008392334,19.8208332061768,-155.329162597656,9,4,-0.460946123997176,0.0501934756512545,-0.103674584305125,0.513822967242161,-0.0882438069323634,-0.716059671214307,0.224168048774133,-0.681903044505721,2.82426086684852,-5.59847765037168,1.99278546313526,-1.90723512348189,-0.158581563479683,0.328121439000288,-0.180994278590362,0.152675965660785,0.084249143383175,-0.121739602956546,-0.0233055298132927,0.00167248322588485
S4759,1260,126.599873941692,3311.09692382813,180.566476053691,24.2983322143555,0,266,-809,5397,0.178679093718529,0.983178436756134,1849,5.4882984161377,-1.25,0,0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12.9969997406006,19.8208332061768,-155.320831298828,10,4,-0.460946116661081,0.050193472855019,-0.103674577104599,0.513822922878696,-0.0882437986465796,-0.716059592089096,0.224168020773641,-0.681902920733517,2.82426013483454,-5.5984757563906,1.99278472616763,-1.90723438916214,-0.158581472865896,0.32812122418203,-0.180994153637821,0.152675837170691,0.0842490605030673,-0.121739484911849,-0.023305501419326,0.00167248031545439
S2864,1254,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751,4018,3778,0.421516209840775,0.906760811805725,1941,5.40979671478272,2,0,0,8.91964435577393,10080.4013671875,200,42.0232200622559,156.051681518555,55.8342094421387,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,27.9850006103516,19.8208332061768,-155.329162597656,1,4,-0.460946123997176,0.0501934756512545,-0.103674584305125,0.513822967242161,-0.0882438069323634,-0.716059671214307,0.224168048774133,-0.681903044505721,2.82426086684852,-5.59847765037168,1.99278546313526,-1.90723512348189,-0.158581563479683,0.328121439000288,-0.180994278590362,0.152675965660785,0.084249143383175,-0.121739602956546,-0.0233055298132927,0.00167248322588485
S2605,1382,223.315816542032,1168.91101074219,313.282852925396,73.1982955932617,58,1030,3878,1995,-0.880279958248138,-0.474444091320038,194.5,8.66012573242188,-1,0,4.21683359146118,60.1223106384277,7948.80029296875,198.929946899414,31.2617340087891,20.075813293457,62.6464385986328,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,73.9990005493164,23.8958339691162,106.662498474121,4,1,1.30142452431653,0.229714550112815,-0.775489082579421,-0.430174957819263,-0.574663380021342,0.297689216718997,0.0599660398114255,-0.811960906724916,-0.711513892502522,0.0705036085843457,1.34137496496014,-1.19417337302944,1.13033861081759,0.437853927688549,0.686691784394051,0.32747769193553,-0.892013080540606,0.686397709395789,-0.989922933594082,0.372755634628315
S1089,1563,254.532902553919,1303.1259765625,318.5,48,100,488,2914,2944,0.416377067565918,0.014054149389267,137.5,1.10584080219269,0.125,0,0,119.937599182129,8227.193359375,200,66.6730575561524,21.7730350494385,54.1269912719727,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109.25,5.59583330154419,-6.65416669845581,5,10,-0.80571882056652,-2.70683611953962,-1.63568066833802,-0.129392892805257,0.987780428482126,-0.0705105123329151,-1.02423648517463,0.947177335843819,0.532423863022491,0.226436943978603,-0.527231599797305,-0.0771791573884794,0.15006154648575,0.262682463653626,0.47256937702879,-0.066079826690098,0.537746533039201,-0.300035922368615,-0.581029784272452,2.51945274791597
S6149,1214,169.467395017737,1571.87854003906,307.450869726989,56.2016525268555,41,765,475,2557,0.122175917029381,0.310281306505203,198,3.63102960586548,-4.8125,0,146.328628540039,22.3459548950195,6883.693359375,200,31.417200088501,20.2363700866699,61.7425346374512,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,29.654167175293,111.037498474121,6,10,1.33183334433744,-0.0521715581003218,0.0576159527907744,-0.101704482466514,-0.034253346010827,0.0847622022998214,0.0921113060182312,0.774391504024026,0.78057071434257,0.201627913363866,0.445318724087682,-0.571777698428273,0.274296108553251,0.295830513232095,0.839247207139343,-0.0905120949486608,0.895265730291119,-0.0147434685162342,-0.179328883189306,0.103319150502405
S4579,953,31.4668070727706,529.833129882813,217.467086493538,49.1983222961426,0,598,3200,4121,-0.909162640571594,0.416431128978729,803,2.48828196525574,-0.5625,0,0,100.697776794434,4758.341796875,199.75,47.8494911193848,185.059112548828,57.0868225097656,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,54.8125,-119.679168701172,2,7,-0.640792169783658,0.00936815134880757,-0.376390627793631,0.900775404811531,-0.242108775407151,0.631555868943745,-0.0672870805956967,0.101072074098902,-0.109701045464541,-0.109534089581563,0.27012316125828,0.0659184780605127,-0.104596046759607,-0.0712166554994488,-0.123646397201227,0.00628203529556272,0.474267662883763,1.3327004399546,0.0874247930555731,1.29279364722867
S3515,1266,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266,3682,5493,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0,0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.1660003662109,19.8291664123535,-155.304168701172,7,4,-0.464759270790067,0.0499639131998306,-0.111268950157612,0.532235398327624,-0.0939012739050077,-0.692351773033838,0.22045038782162,-0.673837355988823,2.78648595863615,-5.68351781379894,2.00006299229526,-1.96369480623108,-0.101516743578406,0.301928423869486,-0.1204272304819,0.0489260856321779,-0.0503626727079948,-0.549156095809476,0.298751056239696,0.00263887495199015
S5956,913,24.5167358979998,615.132568359375,211.483582346861,66.3983306884766,0,590,1459,3239,0.930042028427124,-0.367343217134476,937,1.98057985305786,-1,0,0.0141290314495564,83.0638198852539,5588.51806640625,200,41.7251663208008,216.495452880859,55.3373413085938,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,54.2374992370606,-116.604164123535,2,7,-0.653107430565524,-0.00338526706982353,-0.33411612410922,0.683593776849639,-0.186675045428603,0.60761531981979,-0.0818597221260969,0.111337587391416,0.0369097980835902,0.0956791811542057,0.183761473708537,0.0781807176804233,-0.191154080582226,0.472973116313766,-0.207080457447893,0.304031728589194,-0.688570601510527,-1.7569444172479,-0.720378857842728,-1.14092747953522
S1360,1465,145.5,730.886657714844,306.5,93.3016815185547,100,567,3567,3875,-0.875959992408752,0.168769329786301,39,0.260621845722199,-0.375,0,9.05737113952637,3.86168885231018,3596.85375976563,200,32.692684173584,10.0366735458374,75.2585525512695,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,89.5619964599609,35.0625,116.979164123535,7,2,1.31281537486905,-0.273828765786122,0.669376623113022,0.0398198310024009,-0.128078851749727,-0.0458812763684789,-0.627190774736605,0.495803734091432,-0.305461694281358,0.146999487387105,0.702106229114221,-0.457290124016769,-0.209396355332047,-0.995349773514767,0.340254208119595,-0.171427381233357,0.452430174148194,0.649418962363109,0.461607235320192,-1.07894821907304
S2565,1263,71.4507927384226,330.397491455078,228.450792738423,90.2000274658203,62,2067,3999,1811,0.831031262874603,0.0294247027486563,2254,2.94350028038025,-9.3125,0,35.0467681884766,0,2328.32153320313,200,36.0401954650879,14.6160411834717,80.6413803100586,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43.9959983825684,36.4541664123535,102.070831298828,9,1,1.3040964224628,0.285447834374928,-0.869476782293847,-0.302169260755154,0.0918836823946488,0.358694607986051,1.17211777465711,-0.259633998835265,-0.946663204170913,-0.515403352588052,-0.453108093368446,-0.134770680055887,0.402146809527938,-0.776376610785554,0.0239975135625398,0.8558492433576,1.80197796603484,-0.301970427904059,0.139216349778112,-0.948335635314454
S4384,1267,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261,3851,6205,0.399324119091034,0.916768729686737,1745,5.11938190460205,0.375,0,0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17.1620006561279,19.8291664123535,-155.3125,8,4,-0.460946114494019,0.0501934720289212,-0.103674574979031,0.513822909777843,-0.0882437962004392,-0.71605956870662,0.224168012500583,-0.681902884166096,2.82425991856958,-5.59847519701392,1.99278450848505,-1.90723417232025,-0.158581446003313,0.328121160681763,-0.180994116606293,0.152675798959256,0.0842490356291465,-0.121739451333078,-0.0233054919375567,0.00167247946129401
S5241,804,83.5666806131227,661.466003417969,216.566937319996,12.9983520507813,47,880,3692,2171,0.994006514549255,-0.10653193295002,299.5,8.25726318359375,-3.5,0,0,82.0350189208985,6237.53271484375,200,30.2431030273438,39.9774856567383,58.9877967834473,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,50.970832824707,10.4041662216187,8,3,-1.14811010292332,-0.163063977574873,0.837092198184201,-0.304325080895513,-0.848695943843706,0.282732004217643,1.18872665944302,-0.980692272828304,-0.36308927514579,0.0144148910108801,-0.997502320699578,-0.732273920464225,1.2457836984936,-0.575336820119946,-0.28176776785279,-0.442856781576467,0.0611980260473071,-0.242887228180748,0.531249304208755,0.0768758814909857
S4374,1266,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266,3682,5493,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0,0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15.5,19.8291664123535,-155.304168701172,9,4,-0.464759270790067,0.0499639131998306,-0.111268950157612,0.532235398327624,-0.0939012739050077,-0.692351773033838,0.22045038782162,-0.673837355988823,2.78648595863615,-5.68351781379894,2.00006299229526,-1.96369480623108,-0.101516743578406,0.301928423869486,-0.1204272304819,0.0489260856321779,-0.0503626727079948,-0.549156095809476,0.298751056239696,0.00263887495199015
S1654,788,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337,2957,4168,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0,0,94.2636413574219,7244.19873046875,200,26.1248283386231,53.933780670166,58.1777229309082,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,35.9970016479492,48.4625015258789,9.46249961853027,9,3,-1.14805619024632,-0.17098222734765,0.832659738229855,-0.306593168663883,-0.847718786031216,0.282448773211762,1.19318405893207,-1.00240410763328,-0.376427616329969,0.0166836998424753,-0.984800562802521,-0.714704278045138,1.24664943827919,-0.566487311671351,-0.289468419061442,-0.44594867057408,0.0840062289060508,-0.226277773009572,0.542770498974953,0.0536002739680072
S1451,1285,211.501210215655,2388.92333984375,296.534824371637,64.0949630737305,4,392,2911,4764,-0.51543915271759,0.319358289241791,370,9.57858085632324,-10,0,0,98.8995590209961,4938.458984375,194.510604858398,50.9076652526856,38.9906921386719,52.326587677002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.9990005493164,23.1708335876465,112.529167175293,10,10,1.30960181692023,-0.109307523786699,0.120288695686967,-0.253956625966503,-0.77149093057742,0.143024835494478,-0.995929203207161,-0.476275493388357,0.590744063270171,-0.672659783992045,-0.974178914896611,0.463725901707327,0.526407860944204,-0.270371335946685,-0.0203051161016107,1.22144602709833,-0.941380708774742,0.178591387090528,0.554709430879021,0.192972759346241
S1297,1336,105.417007789994,640.333801269531,260.417007789994,80.8033599853516,41,326,2662,3921,0.118021532893181,0.535462379455566,1008,16.6763648986816,-27.125,0,0,48.5077323913574,1822.48974609375,196.412582397461,35.6444396972656,35.0797233581543,64.9391937255859,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,36.5,35.2041664123535,112.287498474121,10,1,1.33250278890374,-0.0167319783681786,-0.0118586043107491,-0.0865783892827552,0.0911740225728214,0.0825241217918453,0.251995265132833,0.734433534974087,0.646008388921907,0.0747843438356198,0.504167628651747,-0.582376705488445,0.0294457012936199,0.44556979194828,0.916873865545783,0.811967546775446,-0.197872851685937,0.715099475312758,0.156056593570078,-0.0170240051753579
S2360,1176,185.516441655392,1545.06701660156,331.516441655392,41.1983489990234,100,865,3407,2064,0.897467315196991,-0.440107077360153,125,1.89179873466492,0.6875,0,204.668762207031,3.32586669921875,4231.673828125,200,30.1900615692139,15.6783819198608,61.8697700500488,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.2490005493164,26.7625007629395,111.870834350586,1,10,1.31896759976339,-0.126793585983481,0.189966361856801,-0.201531724414954,-0.586815072794719,0.124983992769133,-0.781892009320595,-0.0767673144951815,0.573669918793796,-0.366087205016202,-0.231702936267477,-0.430693099605983,1.59059013494749,-0.306615849194381,0.0353476638053386,1.06270881302542,-1.74411711464893,0.267359703844662,0.703504788713508,-0.355567611742533
